Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Number_Of_Years,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
20.75,low,0.089243789,Breakfast,192.0478,5,small,tier_2,supermarket_type1,4649.9472
12.5,reg,0.073721115,Canned,85.6198,5,small,tier_2,supermarket_type1,610.5386
5.325,reg,0.138679995,Dairy,53.7298,12,small,tier_1,supermarket_type1,862.8768
12.6,low,0.195979015,Snack_Foods,156.463,24,small,tier_1,grocery_store,312.926
16.75,low,0.0,Fruits_and_Vegetables,255.3988,12,small,tier_1,supermarket_type1,4625.9784
16.0,low,0.040911824,Snack_Foods,141.2496,22,high,tier_3,supermarket_type1,3387.5904
13.35,reg,0.149974858,Snack_Foods,179.766,0,medium,tier_3,supermarket_type2,5932.278
11.8,reg,0.026072872,Meat,99.8674,2,medium,tier_2,supermarket_type1,1018.674
10.65,reg,0.085482761,Snack_Foods,231.4668,0,medium,tier_3,supermarket_type2,3225.1352
12.1,low,0.015521768,Household,165.8526,2,medium,tier_2,supermarket_type1,3124.5994
9.395,low,0.099101845,Snack_Foods,105.828,5,small,tier_2,supermarket_type1,1704.448
19.6,low,0.025281802,Health_and_Hygiene,152.0024,5,small,tier_2,supermarket_type1,2884.2456
14.1,low,0.125675936,Fruits_and_Vegetables,86.9198,22,high,tier_3,supermarket_type1,1133.8574
12.6,low,0.07204818,Breakfast,177.937,24,medium,tier_3,supermarket_type3,6501.8699
16.5,reg,0.068263916,Canned,104.799,7,medium,tier_2,supermarket_type1,1238.388
14.3,reg,0.109144085,Fruits_and_Vegetables,88.2856,11,medium,tier_3,grocery_store,175.7712
7.51,low,0.017425784,Fruits_and_Vegetables,227.901,5,small,tier_2,supermarket_type1,459.402
17.25,low,0.035118834,Dairy,93.412,10,medium,tier_1,supermarket_type1,932.12
5.785,reg,0.054066567,Fruits_and_Vegetables,87.0856,0,medium,tier_3,supermarket_type2,1406.1696
13.65,reg,0.012823829,Snack_Foods,55.5588,2,medium,tier_2,supermarket_type1,916.1408
6.26,reg,0.009883257,Meat,149.8366,10,medium,tier_1,supermarket_type1,1964.7758
12.6,reg,0.041754584,Snack_Foods,53.464,24,medium,tier_3,supermarket_type3,1597.92
19.7,low,0.112036236,Snack_Foods,174.937,11,medium,tier_3,grocery_store,882.185
19.7,reg,0.161610636,Canned,255.2014,2,medium,tier_2,supermarket_type1,3570.0196
13.65,reg,0.078909166,Dairy,186.724,10,medium,tier_1,supermarket_type1,4474.176
20.1,low,0.077769768,Health_and_Hygiene,63.0536,0,medium,tier_3,supermarket_type2,980.0576
12.6,reg,0.021951613,Fruits_and_Vegetables,250.9092,22,high,tier_3,supermarket_type1,4731.1748
20.85,low,0.097770004,Starchy_Foods,222.8746,10,medium,tier_1,supermarket_type1,3589.9936
12.6,low,0.094817105,Hard_Drinks,77.9012,24,small,tier_1,grocery_store,75.9012
15.6,low,0.066726133,Others,185.8924,12,small,tier_1,supermarket_type1,3516.7556
5.98,low,0.043809261,Fruits_and_Vegetables,146.8418,2,small,tier_2,supermarket_type1,1765.7016
12.6,reg,0.0,Seafood,184.3582,24,small,tier_1,grocery_store,185.7582
16.35,low,0.032671446,Meat,165.4842,0,medium,tier_3,supermarket_type2,1492.0578
14.15,low,0.095378221,Soft_Drinks,170.5106,12,small,tier_1,supermarket_type1,2395.5484
12.1,low,0.0,Soft_Drinks,145.1444,22,high,tier_3,supermarket_type1,3338.3212
9.895,low,0.060188932,Household,233.0642,7,high,tier_2,supermarket_type1,6041.4692
8.51,low,0.016135764,Household,195.6478,10,medium,tier_1,supermarket_type1,4262.4516
17.0,low,0.126220187,Household,126.7362,5,small,tier_2,supermarket_type1,1258.362
12.6,reg,0.024286378,Fruits_and_Vegetables,194.711,24,medium,tier_3,supermarket_type3,5892.33
9.0,low,0.065350715,Snack_Foods,175.437,10,medium,tier_1,supermarket_type1,3175.866
5.11,low,0.035071955,Household,163.221,2,medium,tier_2,supermarket_type1,2773.057
19.5,reg,0.030742083,Canned,85.554,10,medium,tier_1,supermarket_type1,1211.756
9.195,low,0.015949001,Baking_Goods,84.1592,2,medium,tier_2,supermarket_type1,1238.388
16.7,reg,0.038496166,Snack_Foods,147.5102,22,high,tier_3,supermarket_type1,5540.7876
19.0,low,0.017746826,Health_and_Hygiene,210.8244,10,medium,tier_1,supermarket_type1,2540.6928
12.3,low,0.111274591,Baking_Goods,35.0874,12,small,tier_1,supermarket_type1,458.7362
12.6,low,0.065272284,Frozen_Foods,256.1646,24,medium,tier_3,supermarket_type3,3349.6398
14.15,low,0.183472595,Soft_Drinks,82.0276,5,small,tier_2,supermarket_type1,1624.552
12.6,low,0.08918772,Household,128.9678,24,small,tier_1,grocery_store,254.3356
10.395,low,0.030281543,Baking_Goods,116.3176,0,medium,tier_3,supermarket_type2,1259.6936
17.0,low,0.195979015,Household,125.1362,11,medium,tier_3,grocery_store,251.6724
15.85,reg,0.061190964,Meat,47.1744,10,medium,tier_1,supermarket_type1,996.0368
10.195,low,0.107307677,Snack_Foods,149.8076,22,high,tier_3,supermarket_type1,2217.114
12.6,low,0.067441726,Dairy,57.4272,24,small,tier_1,grocery_store,111.8544
6.57,low,0.066338717,Hard_Drinks,261.4278,0,medium,tier_3,supermarket_type2,4165.2448
8.43,low,0.0,Soft_Drinks,195.3768,2,medium,tier_2,supermarket_type1,1576.6144
7.39,low,0.120524922,Others,142.247,7,medium,tier_2,supermarket_type1,2433.499
16.0,low,0.061192211,Starchy_Foods,224.1404,2,medium,tier_2,supermarket_type1,4725.8484
13.1,low,0.075056542,Dairy,76.0354,10,medium,tier_1,supermarket_type1,601.8832
12.6,low,0.017556795,Health_and_Hygiene,129.9626,24,medium,tier_3,supermarket_type3,3410.2276
13.5,reg,0.129077455,Starchy_Foods,95.2068,7,medium,tier_2,supermarket_type1,583.2408
20.6,reg,0.047896393,Fruits_and_Vegetables,185.8556,22,high,tier_3,supermarket_type1,1689.8004
15.2,low,0.021240491,Canned,216.9824,10,medium,tier_1,supermarket_type1,4804.4128
12.6,low,0.031743707,Dairy,179.1344,24,medium,tier_3,supermarket_type3,1605.9096
5.88,low,0.003612411,Hard_Drinks,154.1998,2,medium,tier_2,supermarket_type1,3537.3954
6.03,low,0.022796178,Dairy,178.1028,0,medium,tier_3,supermarket_type2,1416.8224
12.6,reg,0.133279499,Meat,112.6202,24,small,tier_1,grocery_store,675.1212
18.85,low,0.016132592,Health_and_Hygiene,130.2626,10,medium,tier_1,supermarket_type1,3016.7398
7.68,low,0.152429537,Health_and_Hygiene,85.5224,22,high,tier_3,supermarket_type1,1278.336
15.35,low,0.035348491,Household,124.673,2,high,tier_2,supermarket_type1,2093.941
13.1,low,0.020903193,Dairy,119.2782,10,medium,tier_1,supermarket_type1,3098.6332
10.1,low,0.054853377,Health_and_Hygiene,198.6084,0,medium,tier_3,supermarket_type2,2182.4924
12.6,reg,0.106971167,Meat,44.7744,24,small,tier_1,grocery_store,135.8232
12.65,low,0.035482562,Baking_Goods,231.401,7,small,tier_2,supermarket_type1,2526.711
14.6,reg,0.042923071,Fruits_and_Vegetables,109.8254,22,high,tier_3,supermarket_type1,1627.881
11.1,reg,0.036174285,Frozen_Foods,176.0712,0,medium,tier_3,supermarket_type2,1581.9408
12.6,reg,0.033597374,Meat,197.2426,24,medium,tier_3,supermarket_type3,3163.8816
8.63,reg,0.028320655,Canned,172.5422,10,medium,tier_1,supermarket_type1,2241.7486
9.6,low,0.0,Household,163.9184,5,small,tier_2,supermarket_type1,4293.0784
19.6,low,0.056744064,Soft_Drinks,55.6614,11,small,tier_3,grocery_store,165.7842
19.35,reg,0.039990314,Soft_Drinks,165.0868,10,medium,tier_1,supermarket_type1,982.7208
14.0,low,0.030155224,Fruits_and_Vegetables,214.7192,7,medium,tier_2,supermarket_type1,3020.0688
12.15,low,0.062541552,Starchy_Foods,34.3532,0,medium,tier_3,supermarket_type2,251.6724
8.195,low,0.031403441,Baking_Goods,93.8462,12,small,tier_1,supermarket_type1,647.8234
8.325,low,0.029845243,Fruits_and_Vegetables,41.6138,7,small,tier_2,supermarket_type1,284.2966
7.475,low,0.149125615,Fruits_and_Vegetables,241.6854,0,medium,tier_3,supermarket_type2,6042.135
12.6,reg,0.170382726,Frozen_Foods,45.2718,24,small,tier_1,grocery_store,47.2718
6.385,low,0.083768522,Hard_Drinks,109.8596,22,high,tier_3,supermarket_type1,3235.788
12.6,reg,0.116793684,Snack_Foods,41.0112,24,small,tier_1,grocery_store,42.6112
18.5,reg,0.062205112,Frozen_Foods,148.3418,22,high,tier_3,supermarket_type1,1765.7016
11.5,low,0.0463847,Snack_Foods,118.9124,2,high,tier_2,supermarket_type1,1540.6612
7.93,low,0.071425647,Health_and_Hygiene,45.9086,0,medium,tier_3,supermarket_type2,1070.6064
12.6,low,0.033929133,Soft_Drinks,154.3972,24,small,tier_1,grocery_store,311.5944
13.65,low,0.036033639,Snack_Foods,183.7924,7,small,tier_2,supermarket_type1,2591.2936
12.35,reg,0.158337479,Meat,157.9946,22,high,tier_3,supermarket_type1,3313.6866
14.0,low,0.030140981,Fruits_and_Vegetables,216.0192,10,medium,tier_1,supermarket_type1,2588.6304
9.6,low,0.024515221,Health_and_Hygiene,189.2214,10,medium,tier_1,supermarket_type1,3956.8494
14.0,reg,0.105125569,Frozen_Foods,143.2812,5,small,tier_2,supermarket_type1,3277.0676
8.89,low,0.00547348,Frozen_Foods,100.5016,5,small,tier_2,supermarket_type1,1315.6208
16.85,reg,0.133385398,Snack_Foods,109.8544,11,small,tier_3,grocery_store,223.7088
12.6,low,0.047098175,Household,75.5354,24,small,tier_1,grocery_store,150.4708
7.05,reg,0.055548003,Breads,225.3088,5,small,tier_2,supermarket_type1,5816.4288
17.1,low,0.128614205,Fruits_and_Vegetables,111.6886,10,medium,tier_1,supermarket_type1,1556.6404
12.6,low,0.047551568,Canned,249.1092,24,medium,tier_3,supermarket_type3,6501.8699
19.7,low,0.066879757,Snack_Foods,174.437,22,high,tier_3,supermarket_type1,1587.933
16.1,reg,0.160379061,Frozen_Foods,33.6558,0,medium,tier_3,supermarket_type2,203.7348
11.3,reg,0.054861393,Meat,96.9094,2,medium,tier_2,supermarket_type1,952.094
6.035,low,0.141542481,Snack_Foods,153.1998,7,medium,tier_2,supermarket_type1,1537.998
17.6,reg,0.053397642,Starchy_Foods,46.706,0,medium,tier_3,supermarket_type2,699.09
6.675,low,0.021710275,Household,34.9874,7,medium,tier_2,supermarket_type1,247.0118
15.5,reg,0.075688032,Baking_Goods,262.9568,22,high,tier_3,supermarket_type1,1845.5976
9.395,low,0.045340279,Snack_Foods,85.025,10,medium,tier_1,supermarket_type1,2080.625
16.1,low,0.100149459,Fruits_and_Vegetables,78.4328,22,high,tier_3,supermarket_type1,1158.492
15.0,reg,0.162348584,Canned,185.9266,2,high,tier_2,supermarket_type1,4610.665
9.6,low,0.036341539,Fruits_and_Vegetables,142.9154,10,medium,tier_1,supermarket_type1,3261.7542
14.1,low,0.087920675,Dairy,228.5668,22,high,tier_3,supermarket_type1,1151.834
11.5,reg,0.042087749,Frozen_Foods,192.682,7,high,tier_2,supermarket_type1,3861.64
12.1,low,0.016921927,Hard_Drinks,178.366,2,high,tier_2,supermarket_type1,4314.384
7.42,low,0.020423549,Snack_Foods,249.0092,10,medium,tier_1,supermarket_type1,2988.1104
15.1,low,0.173833129,Snack_Foods,196.511,7,medium,tier_2,supermarket_type1,4713.864
12.6,reg,0.195979015,Seafood,151.005,24,small,tier_1,grocery_store,149.805
9.285,reg,0.021002641,Snack_Foods,161.1578,5,small,tier_2,supermarket_type1,4011.445
7.855,reg,0.0,Dairy,220.1482,0,medium,tier_3,supermarket_type2,4600.0122
12.6,reg,0.091780142,Frozen_Foods,182.5266,24,medium,tier_3,supermarket_type3,6454.931
12.85,low,0.033220169,Fruits_and_Vegetables,196.6768,12,small,tier_1,supermarket_type1,2759.0752
13.8,low,0.141234932,Dairy,263.7884,22,high,tier_3,supermarket_type1,5564.7564
15.0,low,0.195979015,Snack_Foods,226.5694,11,high,tier_3,grocery_store,913.4776
10.8,low,0.049709624,Fruits_and_Vegetables,246.8144,5,small,tier_2,supermarket_type1,2450.144
14.3,reg,0.065153295,Fruits_and_Vegetables,88.4856,22,high,tier_3,supermarket_type1,1406.1696
9.8,reg,0.015087112,Meat,250.1408,5,small,tier_2,supermarket_type1,4005.4528
11.5,reg,0.037782943,Snack_Foods,106.6254,2,small,tier_2,supermarket_type1,325.5762
9.21,low,0.008782561,Fruits_and_Vegetables,119.8414,7,small,tier_2,supermarket_type1,1340.2554
12.6,low,0.142728113,Health_and_Hygiene,95.141,24,medium,tier_3,supermarket_type3,2510.066
10.0,low,0.073493831,Health_and_Hygiene,118.344,10,medium,tier_1,supermarket_type1,1797.66
18.5,low,0.025907416,Meat,87.7172,2,medium,tier_2,supermarket_type1,802.9548
20.6,reg,0.046280998,Snack_Foods,177.4344,2,medium,tier_2,supermarket_type1,1962.7784
9.3,low,0.044624064,Household,245.4802,22,high,tier_3,supermarket_type1,3193.8426
11.395,low,0.009898492,Health_and_Hygiene,48.8034,7,high,tier_2,supermarket_type1,777.6544
11.8,low,0.189689886,Soft_Drinks,184.3924,11,high,tier_3,grocery_store,370.1848
8.01,low,0.070189131,Hard_Drinks,37.9532,22,high,tier_3,supermarket_type1,826.9236
15.0,low,0.119374946,Snack_Foods,229.3694,0,medium,tier_3,supermarket_type2,5024.1268
13.35,low,0.065215312,Baking_Goods,93.4804,0,medium,tier_3,supermarket_type2,1102.5648
12.6,reg,0.095635061,Meat,130.7942,24,medium,tier_3,supermarket_type3,3047.3666
12.6,reg,0.195979015,Snack_Foods,86.8514,24,small,tier_1,grocery_store,354.2056
10.5,low,0.048009081,Hard_Drinks,157.0946,5,small,tier_2,supermarket_type1,2209.1244
21.25,low,0.019533098,Snack_Foods,120.4756,2,small,tier_2,supermarket_type1,1938.8096
17.0,reg,0.026568875,Canned,142.047,12,small,tier_1,supermarket_type1,3149.234
9.3,low,0.111127966,Breads,63.1826,22,high,tier_3,supermarket_type1,2002.0606
15.7,low,0.03723211,Soft_Drinks,183.1634,12,small,tier_1,supermarket_type1,5634.6654
15.75,low,0.140603316,Hard_Drinks,252.8382,12,small,tier_1,supermarket_type1,6308.455
12.6,low,0.075368868,Health_and_Hygiene,35.2532,24,medium,tier_3,supermarket_type3,970.7364
14.5,reg,0.063962842,Breads,263.1594,10,medium,tier_1,supermarket_type1,2616.594
12.6,reg,0.102830104,Baking_Goods,172.6422,24,small,tier_1,grocery_store,344.8844
12.6,low,0.01031535,Household,208.4954,24,medium,tier_3,supermarket_type3,3751.1172
7.1,low,0.110633958,Fruits_and_Vegetables,173.808,2,medium,tier_2,supermarket_type1,1211.756
14.5,reg,0.0,Snack_Foods,159.3262,5,small,tier_2,supermarket_type1,2864.2716
17.35,low,0.014721579,Frozen_Foods,73.1038,7,small,tier_2,supermarket_type1,886.8456
18.0,low,0.019465205,Health_and_Hygiene,128.6994,0,medium,tier_3,supermarket_type2,2441.4886
6.615,reg,0.091895319,Canned,248.6408,22,high,tier_3,supermarket_type1,3504.7712
12.6,reg,0.118535581,Breads,256.3988,24,small,tier_1,grocery_store,256.9988
11.5,reg,0.037646623,Snack_Foods,107.5254,7,small,tier_2,supermarket_type1,325.5762
19.1,low,0.092060694,Others,183.7608,10,medium,tier_1,supermarket_type1,4777.7808
12.6,low,0.04765803,Snack_Foods,188.3898,24,medium,tier_3,supermarket_type3,5238.5144
7.05,reg,0.05587277,Breads,222.1088,2,medium,tier_2,supermarket_type1,4026.7584
12.6,low,0.017295906,Health_and_Hygiene,47.1034,24,small,tier_1,grocery_store,145.8102
16.35,low,0.02844314,Household,98.141,11,small,tier_3,grocery_store,386.164
18.35,reg,0.094296835,Fruits_and_Vegetables,84.3882,12,small,tier_1,supermarket_type1,1116.5466
9.105,low,0.064410783,Household,33.39,11,small,tier_3,grocery_store,33.29
7.63,reg,0.134684292,Snack_Foods,47.0402,5,small,tier_2,supermarket_type1,1470.0864
12.6,low,0.029299175,Meat,140.318,24,small,tier_1,grocery_store,139.818
12.6,low,0.195979015,Dairy,44.2744,24,small,tier_1,grocery_store,90.5488
7.55,low,0.027224917,Canned,152.934,7,small,tier_2,supermarket_type1,2450.144
12.6,low,0.021184746,Others,189.553,24,small,tier_1,grocery_store,379.506
5.5,low,0.047059016,Others,100.1016,22,high,tier_3,supermarket_type1,2125.2336
7.59,reg,0.14526636,Fruits_and_Vegetables,172.908,10,medium,tier_1,supermarket_type1,6231.888
9.5,low,0.041851461,Soft_Drinks,31.49,22,high,tier_3,supermarket_type1,466.06
6.11,reg,0.152262171,Soft_Drinks,44.4086,7,high,tier_2,supermarket_type1,1159.8236
5.655,low,0.085757338,Fruits_and_Vegetables,164.75,2,high,tier_2,supermarket_type1,1498.05
7.285,low,0.049954435,Dairy,156.5288,5,small,tier_2,supermarket_type1,2356.932
10.65,low,0.048762383,Others,165.2526,10,medium,tier_1,supermarket_type1,3946.8624
17.7,reg,0.0,Fruits_and_Vegetables,46.8034,2,medium,tier_2,supermarket_type1,923.4646
12.8,low,0.075996742,Fruits_and_Vegetables,97.141,22,high,tier_3,supermarket_type1,2799.689
19.85,low,0.0,Health_and_Hygiene,126.1704,0,medium,tier_3,supermarket_type2,1877.556
15.7,reg,0.195979015,Fruits_and_Vegetables,111.0544,11,medium,tier_3,grocery_store,223.7088
15.6,low,0.173573164,Fruits_and_Vegetables,114.4518,2,medium,tier_2,supermarket_type1,2390.8878
9.8,reg,0.056339618,Breads,84.2908,22,high,tier_3,supermarket_type1,755.0172
19.5,low,0.014262413,Household,57.1614,22,high,tier_3,supermarket_type1,331.5684
16.2,low,0.03338006,Soft_Drinks,74.0696,12,small,tier_1,supermarket_type1,1416.8224
17.6,reg,0.016024651,Breads,44.0402,5,small,tier_2,supermarket_type1,597.2226
13.6,low,0.11830085,Snack_Foods,196.2136,2,small,tier_2,supermarket_type1,1944.136
18.85,low,0.167552202,Household,193.1136,5,small,tier_2,supermarket_type1,2332.9632
15.1,reg,0.067181098,Snack_Foods,258.8304,10,medium,tier_1,supermarket_type1,5424.9384
17.35,low,0.0,Others,79.2618,0,medium,tier_3,supermarket_type2,966.7416
12.6,reg,0.0,Canned,169.879,24,small,tier_1,grocery_store,339.558
20.7,low,0.021431134,Baking_Goods,157.0288,12,small,tier_1,supermarket_type1,2199.8032
13.5,reg,0.068256316,Dairy,60.9562,2,small,tier_2,supermarket_type1,533.3058
12.6,low,0.0,Health_and_Hygiene,40.348,24,small,tier_1,grocery_store,79.896
12.6,reg,0.014143673,Snack_Foods,187.3872,24,medium,tier_3,supermarket_type3,2836.308
13.1,low,0.075563757,Dairy,168.1158,5,small,tier_2,supermarket_type1,2005.3896
12.15,low,0.018439138,Frozen_Foods,254.7698,10,medium,tier_1,supermarket_type1,5073.396
12.6,reg,0.074620291,Dairy,120.1782,24,small,tier_1,grocery_store,357.5346
12.6,reg,0.041370245,Frozen_Foods,46.2376,24,medium,tier_3,supermarket_type3,814.9392
12.6,reg,0.020312314,Meat,98.1042,24,medium,tier_3,supermarket_type3,2777.7176
12.6,low,0.128532558,Seafood,34.2216,24,small,tier_1,grocery_store,173.108
15.1,low,0.055195461,Fruits_and_Vegetables,216.1166,5,small,tier_2,supermarket_type1,5007.4818
16.7,low,0.022065676,Dairy,110.5886,12,small,tier_1,supermarket_type1,1556.6404
14.65,low,0.011212719,Others,55.6614,7,small,tier_2,supermarket_type1,1049.9666
13.3,low,0.063925726,Frozen_Foods,151.8708,2,small,tier_2,supermarket_type1,1655.1788
20.1,low,0.034848629,Household,118.6782,2,small,tier_2,supermarket_type1,2502.7422
14.3,reg,0.0,Fruits_and_Vegetables,89.8856,0,medium,tier_3,supermarket_type2,1406.1696
7.42,low,0.02050719,Snack_Foods,249.7092,2,medium,tier_2,supermarket_type1,6501.8699
12.6,low,0.025960174,Snack_Foods,214.885,24,medium,tier_3,supermarket_type3,4976.855
9.5,low,0.085020342,Hard_Drinks,188.7872,22,high,tier_3,supermarket_type1,1701.7848
7.075,low,0.097660814,Dairy,141.8128,11,high,tier_3,grocery_store,143.8128
12.6,low,0.111654545,Frozen_Foods,157.063,24,small,tier_1,grocery_store,312.926
7.96,low,0.0,Canned,160.7894,2,small,tier_2,supermarket_type1,3235.788
6.135,low,0.115265695,Soft_Drinks,160.5236,7,small,tier_2,supermarket_type1,2094.6068
14.6,reg,0.043133816,Fruits_and_Vegetables,109.7254,0,medium,tier_3,supermarket_type2,651.1524
14.3,reg,0.049676157,Meat,212.4586,12,small,tier_1,supermarket_type1,3799.0548
12.6,low,0.176834351,Household,172.1422,24,medium,tier_3,supermarket_type3,5000.8238
12.6,low,0.103918113,Snack_Foods,100.67,24,small,tier_1,grocery_store,399.48
8.315,reg,0.035644325,Baking_Goods,147.1444,7,small,tier_2,supermarket_type1,870.8664
10.1,low,0.195979015,Soft_Drinks,241.8512,11,small,tier_3,grocery_store,484.7024
9.895,reg,0.048738014,Frozen_Foods,262.1278,10,medium,tier_1,supermarket_type1,3904.917
11.5,reg,0.020686161,Dairy,85.054,2,medium,tier_2,supermarket_type1,1731.08
18.25,low,0.079342006,Frozen_Foods,226.0062,10,medium,tier_1,supermarket_type1,1805.6496
4.635,low,0.140889111,Breads,127.0994,12,small,tier_1,supermarket_type1,1927.491
18.5,reg,0.062245149,Frozen_Foods,145.8418,5,small,tier_2,supermarket_type1,5591.3884
5.365,reg,0.140811559,Seafood,173.5764,0,medium,tier_3,supermarket_type2,2061.3168
6.095,low,0.08152738,Others,140.3154,0,medium,tier_3,supermarket_type2,1843.6002
12.6,low,0.058198141,Health_and_Hygiene,110.4544,24,medium,tier_3,supermarket_type3,4250.4672
16.75,low,0.081446638,Fruits_and_Vegetables,257.0988,10,medium,tier_1,supermarket_type1,6424.97
21.25,low,0.019462623,Snack_Foods,120.8756,7,medium,tier_2,supermarket_type1,1575.2828
12.6,low,0.072317217,Household,230.2668,24,medium,tier_3,supermarket_type3,6501.8699
12.1,low,0.020684919,Snack_Foods,148.5734,2,medium,tier_2,supermarket_type1,1336.2606
15.1,low,0.087604871,Meat,242.2512,11,medium,tier_3,grocery_store,484.7024
8.6,reg,0.0,Breads,131.531,10,medium,tier_1,supermarket_type1,2466.789
17.6,low,0.041681059,Soft_Drinks,164.2526,10,medium,tier_1,supermarket_type1,1315.6208
15.35,low,0.015676231,Others,144.047,12,small,tier_1,supermarket_type1,286.294
8.26,low,0.034397781,Hard_Drinks,115.7834,5,small,tier_2,supermarket_type1,2073.3012
6.57,low,0.096880574,Household,191.482,12,small,tier_1,supermarket_type1,5020.132
11.6,low,0.017817285,Canned,177.0686,0,medium,tier_3,supermarket_type2,1422.1488
20.35,reg,0.014909465,Fruits_and_Vegetables,232.3958,2,medium,tier_2,supermarket_type1,6076.0908
12.15,low,0.0,Others,254.904,12,small,tier_1,supermarket_type1,4048.064
17.35,reg,0.041439718,Frozen_Foods,93.7804,22,high,tier_3,supermarket_type1,2848.2924
7.0,low,0.151405587,Canned,107.728,12,small,tier_1,supermarket_type1,2024.032
8.5,low,0.097803261,Canned,50.5324,22,high,tier_3,supermarket_type1,882.8508
12.6,low,0.195979015,Household,125.8046,24,small,tier_1,grocery_store,249.0092
14.5,reg,0.041313203,Canned,42.0454,10,medium,tier_1,supermarket_type1,377.5086
9.195,reg,0.130657442,Meat,106.4596,11,medium,tier_3,grocery_store,215.7192
17.75,reg,0.029700018,Fruits_and_Vegetables,140.3838,10,medium,tier_1,supermarket_type1,1404.838
8.775,low,0.0,Fruits_and_Vegetables,111.3228,10,medium,tier_1,supermarket_type1,1436.7964
16.7,reg,0.070312473,Baking_Goods,189.6214,2,medium,tier_2,supermarket_type1,2826.321
15.2,low,0.019064377,Snack_Foods,238.2248,10,medium,tier_1,supermarket_type1,3555.372
20.5,low,0.020605032,Fruits_and_Vegetables,91.083,12,small,tier_1,supermarket_type1,539.298
12.6,low,0.0,Household,115.2176,24,medium,tier_3,supermarket_type3,1030.6584
5.21,low,0.011072173,Household,257.8962,2,medium,tier_2,supermarket_type1,4402.9354
10.3,reg,0.0,Fruits_and_Vegetables,115.7176,2,medium,tier_2,supermarket_type1,1717.764
18.25,low,0.060342304,Starchy_Foods,165.9526,10,medium,tier_1,supermarket_type1,1644.526
21.25,low,0.113833823,Health_and_Hygiene,232.83,7,medium,tier_2,supermarket_type1,1398.18
8.6,low,0.032615377,Health_and_Hygiene,142.9154,5,small,tier_2,supermarket_type1,992.7078
10.3,reg,0.024935297,Baking_Goods,172.0422,10,medium,tier_1,supermarket_type1,3966.1706
9.5,low,0.074345268,Snack_Foods,251.9724,12,small,tier_1,supermarket_type1,3523.4136
9.3,low,0.042283454,Hard_Drinks,125.4388,5,small,tier_2,supermarket_type1,3715.164
9.195,reg,0.047387144,Frozen_Foods,50.8666,2,small,tier_2,supermarket_type1,871.5322
7.68,low,0.152865879,Health_and_Hygiene,84.9224,7,small,tier_2,supermarket_type1,1619.2256
12.6,low,0.163148041,Household,116.6124,24,medium,tier_3,supermarket_type3,3199.8348
12.1,low,0.02984176,Soft_Drinks,144.4444,7,medium,tier_2,supermarket_type1,3628.61
11.6,low,0.038511676,Dairy,57.7272,5,small,tier_2,supermarket_type1,503.3448
9.695,reg,0.047622786,Frozen_Foods,246.2144,0,medium,tier_3,supermarket_type2,3675.216
12.0,low,0.07554831,Baking_Goods,121.9388,12,small,tier_1,supermarket_type1,3219.8088
19.0,low,0.067447572,Snack_Foods,132.9626,12,small,tier_1,supermarket_type1,1967.439
6.38,low,0.03187163,Dairy,179.5344,22,high,tier_3,supermarket_type1,4103.9912
20.5,reg,0.112638016,Fruits_and_Vegetables,195.5478,7,high,tier_2,supermarket_type1,3874.956
12.6,reg,0.056192276,Breads,103.1648,24,medium,tier_3,supermarket_type3,1973.4312
5.695,reg,0.06797671,Breads,257.4988,0,medium,tier_3,supermarket_type2,3083.9856
19.2,reg,0.142189843,Canned,153.8314,11,medium,tier_3,grocery_store,155.1314
20.35,reg,0.014813268,Fruits_and_Vegetables,234.9958,22,high,tier_3,supermarket_type1,5842.395
9.195,low,0.080442371,Household,107.7622,11,high,tier_3,grocery_store,105.8622
17.85,low,0.03781972,Soft_Drinks,191.6188,5,small,tier_2,supermarket_type1,2475.4444
12.6,low,0.092145264,Breads,120.7098,24,medium,tier_3,supermarket_type3,3735.8038
14.6,low,0.025702994,Household,199.9084,12,small,tier_1,supermarket_type1,2380.9008
10.195,reg,0.012483408,Meat,195.411,7,small,tier_2,supermarket_type1,2749.754
17.85,low,0.0,Frozen_Foods,148.005,0,medium,tier_3,supermarket_type2,898.83
7.5,low,0.036204764,Health_and_Hygiene,176.1028,22,high,tier_3,supermarket_type1,1948.1308
6.59,low,0.026238087,Household,121.6098,7,high,tier_2,supermarket_type1,2410.196
10.895,low,0.137584599,Dairy,262.2568,2,high,tier_2,supermarket_type1,3954.852
12.6,low,0.080741927,Meat,220.8798,24,medium,tier_3,supermarket_type3,6170.6344
14.6,low,0.059741172,Household,179.6976,2,medium,tier_2,supermarket_type1,5070.7328
12.6,reg,0.195979015,Fruits_and_Vegetables,111.6544,24,small,tier_1,grocery_store,335.5632
9.6,low,0.051677051,Snack_Foods,258.062,0,medium,tier_3,supermarket_type2,2856.282
12.6,low,0.168455549,Snack_Foods,211.0612,24,small,tier_1,grocery_store,418.1224
10.3,reg,0.0,Fruits_and_Vegetables,189.053,7,small,tier_2,supermarket_type1,5313.084
17.0,reg,0.016055615,Snack_Foods,228.4352,2,small,tier_2,supermarket_type1,6501.8699
8.645,low,0.021619564,Canned,50.6982,10,medium,tier_1,supermarket_type1,736.3748
